id,review_body
4190,"Produit arrivé déjà ""casser"" , en mettant les lacets ,les trous ( attacher a des boutons ) ou passer le lacets se cassent automatiquement , une semaine que je les aient et elles sont déjà inutilisable , très déçue , je vous conseil plutôt les North Island moins cher et tiennent mieux la route ! Qualité de produit a revoir ...."
4191,Je le voyais plus grand.mais pas déçu il a l air confortable.
4192,"Le meuble en lui même, je ne lui reproche rien, mais la notice, arrêtez de mettre ce genre de chose dans vos meubles. Il serait beaucoup mieux, de mettre cette notice sous format numérique, gain de papier (tout le monde parle de l'écologie, vous vous y mettez quand ?), gain d'argent pour vous, et gain de temps pour vos clients, je n'ai pas de doctorat en montage de meuble. PS : la petite tablette au dessus des tiroirs, faut m'expliquer comment vous faites pour visser les réglettes :p Je modifie mon commentaire au fur et à mesure que je monte ce satané bureau ... Franchement, ... je vais me maîtriser, n'acheter sous aucun prétexte ce meuble."
4193,"comme souvent, vouloir à tout prix faire des suites à des histoires qui se suffisent aboutit à du verbiage. le premier tome aurait suffit en lui rajoutant 10 pages. et en plus il y a un 3ème tome !!! à oublier"
4194,Bandeau conforme à la description et à la photo. Toutefois le motif en forme de flamme ne tient pas droit une fois porté ce qui n'est pas très joli. Il tombe. Dommage.
4195,Le thermomètre est très pratique il suffit de le taper pour qu'il s'allume. Il clignote dès que la température est à plus de 39.
4196,montage facile bon rendu sans erreur
4197,J’adore cet artiste et le CD est génial
4198,Ça va difficile de faire un bracelet
4199,La qualité est correcte mais la détection tactile ne se fait pas. Decu
4200,Franchement un peu cheap. J'ai deja du mal a l'ouvrir... elle est pendue depuis un mois.
4201,"J'ai acheté ce produit pour ma petite fille, à la réception elle était très contente cela m'a fait plaisir car c'est ce qu'elle voulait"
4202,"Je ne recommande pas du tout !!! Boîte arrivée dans le délai mais arrivée cassée déjà ouverte, ouverte à l'envers refermé avec bout de scotch juste lamentable je sais même pas si les ampoules ne sont pas griller vu l'état de la boîte !!!!"
4203,Malheureusement les lobes de ma fille sont trop petit de ce fait ne tient pas aux oreilles
4204,Table de chevet assez haute .la commode assortie forme un joli ensemble dans un petit espace . Le prix est plus attrayant que pou la commode
4205,"J'avais lu tout les commentaire avant d'acheter évidemment ^^ Jetait un peu septique mais j'me suis lancée. Le Colis est conforme a la description. Texture légère,odeur agréable, qui s'estompe rapidement. Au départ je les essayer sur mon visage ... GROSSE ERREUR SA BRULE ! Mais sur le corps aucun soucis même super top. Personnellement a évité sur les peau trop sensible qd même et sur les nourrisson interdit. comme j'ai pu lire en commentaire... En espérant vous avoir été utile à vous aussi :)"
4206,"Pour 60 euros, nous avons affaire là à un aspirateur ayant un excellent rapport qualité-prix. Bonne puissance d'aspiration, les accessoires nécessaires sont fournis. Le seul petit bémol que je pourrais lui trouver est qu'il faut vraiment bien enfoncer le tuyau à fond, car il se désolidarise relativement facilement. Cet aspirateur vaut d'autres qui sont vendus quasiment le double du prix..."
4207,"Livre bien expliqué, mais manque malheureusement de visuel pour les novices en informatique comme moi. Ce livre reste néanmoins un bon outils pour comprendre windows 10"
4208,Ne colle pas bien sur les bords incurves
4209,RAS. Livraison très rapide
4210,"Un peu déçue par la qualité de la veste, très plastique ! Les fermetures sont dures à utiliser, mon fils de 4 ans ne peut pas se débrouiller tout seul. Le petit extincteur est arrivé écrasé dans le trajet et impossible de le remettre en place Casque très grand pour une tête d'enfant Donc cher pour la qualité"
4211,je n ai jamais reçu ma commande.elle m a été remboursé.
4212,Pour la conduite avec du soleil produit très léger à manipuler avec précaution
4213,efficace et rapide ce fournisseur est plus que correct pour moi !!! je le conseille sans probleme !!! ce gravier convient parfaitement pour le fond d aquarium !!
4214,Produit conforme très jolie bonne qualité
4215,"Renvoie direct. Qualité ridicule, les masque ne pose pas bien aucune isolation. Cette article ne répond pas à ça fonction primaire si il laisse passé l'air de partout. idem pour les lunettes"
4216,"la plancha est très bien, elle n'est pas très épaisse ce qui est très bien pour le rangement, deux étoiles de moins pour l'absence de conditionnement pour la livraison en point relais le carton est arrivé en mauvais état"
4217,A moitié tordue dès la première utilisation. Un enbout plus court que l'autre. De mauvaise facture. Je regrette de ne pas avoir choisis une pince un peu plus chère mais de meilleure qualité directement. Ca l'a pas fait du tout pour moi.
4218,idéale petite pièce pétrole assez cher
4219,Il était bien... mais une hélice en S s’est cassée très rapidement... aucune nouvelle du réparateur/celui qui a envoyé le produit...
4220,"...la solidité au fil des usages et des lavages. Je ne peux me prononcer pour le moment. Je commence à peine à porter la 1ère paire : chaude, douce. Très jolis motifs colorés. Reçues rapidement et conditionnées dans un sachet plastique solide à fermeture éclair, très pratique pour les emporter en voyage. Effectivement, pas d'écrit en français ou anglais pour vérifier la composition de la matière...je sais pas lire le chinois."
4221,"Bonne qualité, très satisfait."
4222,Correspond au produit recherché mais lors du montage sur le rail du fusil une des deux vis de fixation était foiré Dommage mais pour le prix il faut pas se plaindre un peu de colle filetage et c'est bon
4223,"Rien à Signaler : conforme à la description, les filets ont l'air de tenir le coup jusqu'à présent. Bonne transaction."
4224,Envoye a ma Maman qui a 81 ans pour son caniche: collier facile a regler et a diminuer et augmenter les vibrations. Son chien a arrete d'aboyer mais aussi de jouer donc elle ne s'en sert pas toujours. Elle aime le siflet qui est aussi tres efficasse.
4225,"Le câble a tres bien marché, mais seulement pendant 2 utilisations. Dès la 3ème, la connexion avec le téléphone a commencé à subir des coupures jusqu'à ce que la liaison ne se fasse plus du tout. Je ne recommande pas ce produit."
4226,"Reçu à temps, bien emballé MAIS secteur prise anglaise.... donc inutilisable, non précisé donc achat inutile merci.."
4227,Le produit ne ressemble pas à la photo! Il est sous format de puzzle sans support pour l’instalation Électrique je vous déconseille fortement de le prendre je ne pense pas que le produit est homologué pour une installation électrique risque claire d’incendie
4228,"Commandé, payé, jamais reçu, pas remplacé, pas encore remboursé après presque 1 mois Innaceptable J’attends une indemnisation"
4229,"Une fois mise, et l'interrupteur poussé : aucun résultat...avec ou sans on/off de télécommande. Ampoule défectueuse probablement, ou alors je n'ai pas saisis quelquechose"
4230,"Colis reçu très rapidement. En ce qui concerne la qualité, le son est assez bon avec de bonne basse qui s'approche de la qualité des écouteurs de grande marque. Le son est vraiment bon par rapport aux écouteurs fournis avec mon téléphone."
4231,C'est tout à fait ce que je voulais. Livraison dans les temps. Le budget consacré à son acquisition me satisfait
4232,J'ai reçu le jouet sans emballage carton et il y avait un trou dans la boite surtout que c'etait pour offrir. Ce n'est pas professionnel.
4233,Bien mais il est indiqué une taille spécifique alors qu'il est en taille unique : un peu trop grand par rapport à ce qui est indiqué.
4234,Déçu par cette article il m’a durée un mois au niveau des soudures il y’a vais deux petite trous donc il ce dégonfle alors on c’est aperçu au bout de deux mois je le recommande pas
4235,"permet un nettoyage des dents à l'extérieur de chez soi et s'adapte aux différents ""écarts dentaires"""
4236,Le film c'est cassé à la première chute pas solide
4237,Super sympa et discrète
4238,Horloge plus petite que je ne pensais et surtout ne fonctionne plus au bout de quelques mois. A éviter !
4239,Sèche et irritante je déconseille
4240,"Outil pratique sur une boite à onglet. Très maniable, d'excellente facture. Efficace et solide"
4241,"Parfait, trés bon outil"
4242,"la station est en place mais pas d'explication en français, donc après une journée d'essais infructueux, nous avons la température extérieure et intérieure mais pas d'heure et date ... sinon çà fonctionne bien !"
4243,Pas vraiment bien la raisonnance et la charge est faible.
4244,je l'ai utilise avec ma fille pour sa collection de fèves formidable
4245,"Comme le précédent commentaire : - Achats de ces 2 rouleaux de 100m présentés en 70mm de haut - 1 seul rouleau livré et en plus en 50mm et non 70mm donc j'ai relancé et même relancé 2 fois - Seconde livraison, encore 1 rouleau en 50mm !! Selon moi, c'est une arnaque. Vendeur non fiable"
4246,"Trop grand a la taille, inmettable déçu"
4247,"Malheureusement taille plus petit que prévu pour une taille 41 je dirais plutôt un 40 , sinon a part ça la rapidité est irréprochable"
4248,Jolie mais très petite. On ne peut pas y mettre une grosse quantité de bonbon dedans.
4249,"Volant qui et honnêtement propre quelque défauts comme les pédale qui sont chiante à caller si on a pas le siège pour mais après pour prix c'est raisonnable, dommage quil soit tout plastique car c'est un bon volant volant qui et compatible avec le levier Th8a avec sa on sy croit"
4250,je ne sais pas comment faire autrement pour vous faire parvenir ce message
4251,Super pratique et fonctionne a merveille sur mon installation Somfy
4252,Cadeau au petit fils age de. 8 ans et demi
4253,Gants pour le sport d hiver vraiment top et de bonne qualité. On a vraiment chaud au mains avec cette paire de gants ça fais plaisir
4254,"Très bon qualité prix, meilleur que IPods , cest mon avis. Je. Aka racheter pour mon fils"
4255,un produit a coule dans l emballage!!
4256,Pire qu'un cable de base très déçu ça ne vaux rien. Ecoute criarde avec beaucoup de médiums des aiguës agressifs et des basses poreuses non maîtrisées. A fuire
4257,A fonctionner 1 semaine
4258,"Pour en avoir essayé plusieurs, la réduction de bruit que propose ces bouchons d'oreille est très moyenne. Leur durée de vie me semble par contre très correcte, mais quitte à choisir, je préfère l'efficacité..."
4259,Pour ce prix ce reste correct même si la conservation des glaçons est moyenne.
4260,"Très satisfaite de cette montre reçue rapidement et conforme à l'image de la vente, à recommander.. ... ... ... ."
4261,Je ne dis pas SUPER ni mauvais c'est un bon rapport qualité/prix emballage correct livraison rapide ; -) ;-) ;-)
4262,Le produit est un peu grand pour ce que le fabricant préconise comme taille de coussin.
4263,Ne fonctionne pas ne s allume même pas et de plus le retours à était à ma charge .!!
4264,"jolie biberon, ma fille l'a accepté très facilement. Tout se détache bien pour le nettoyage et la forme triangulaire permets de deviser plus facilement je trouve"
4265,"Les perles qui sont au milieu de la boite sont énormes, bien trop grosse pour faire des colliers mais les couleurs sont plutôt sympa."
4266,je suis déçu de mon achat car des la première utilisation pour transférer du gasoil la pompe fuit au niveau du corps. sinon une bonne aspiration et un débit correct pour une petite pompe.
4267,"Chaussures confortables , mais les pointures sont vraiment petites. Chaussant du 43, j ai opté pour du 44 et c est encore un poil trop serré. Du 45 aurais ete mieux. Donc je préconise 2 pointures de plus."
4268,"Montre parfaite pour la plongée - expérimentée sur plongée à 40 mètres sans problème. Achetée en 2015 - Ne fonctionne plus depuis hier 1er juillet 2019. Le mouvement est reparti après un ""remontage"" manuel (1er cran du remontoir)"
4269,"Une sensation agréable au rasage, je l'utilise pour ma barbe et raser le crane. Se lave facilement sous l'eau un vrai plus, une petite brosse permet le nettoyage un peu plus pousser. L'autonomie est parfaite pour une utilisation régulière. Bon rapoort qualité prix"
4270,"La livraison par UPS et notamment par le livreur a été très désagréable, impossible de lui demander quelque chose, celui ci s'est mis à m'insulter en criant , j'espère qu'il ne continuera pas dans ce travail qui n'est pas fait pour lui. Cordialement"
4271,Commande jamais reçue. Le vendeur n'a jamais répondu à mes messages. Attention avant de valider votre commande sauf si vous aimez jeter votre argent par les fenêtres.
4272,La première pile mise dans un pèse personne a duré un mois ( famille de trois personnes avec utilisation normale d'un pèse personne ). J'espère que la seconde durera plus longtemps...
4273,je recommande ce shampoing l'utilisant depuis plusieurs mois sur recommandation de mon coiffeur. livraison très rapide je recommande ce vendeur
4274,valable quand les excréments sont durs pas quand ils sont mous
4275,superbe valise arriver dans un délai de 48h conforme à la photo
4276,"je ne regrette pas mon achat qui me permet de booter ma vieille bécane en quelques secondes, achat tout à fait utile"
4277,Le pb c’est que je l’ai acheté pour mon copain qui joue sur Apex mais le câbles n’existe pas encore du coup acheté pour rien 😞 Très ergo par contre et très design ❗️
4278,Bonnet trop serré si on a beaucoup de cheveux...je voulais l'utiliser avec mon voile mais ca serre trop le crane du coup
4279,"Pince de bonne facture cependant ce système est pas idéale pour dénuder les fils, il faut batailler un leu"
4280,"Livre très agréable, visuellement et à la lecture. Il y a des aspects que je trouve dommage comme les pages sur le doudou, les marraines / parrains ou sur Noël. Mon enfant ne sera pas concerné sur certains points. J'aurais souhaité aussi un peu plus de pages qui concerne la grossesse, mais c'est un détail, je ferais peut-être un book complémentaire ""maison"" :) Hâte de le compléter en tout cas !!"
4281,La prise usb ne fonctionne plus après 2 mois.
4282,Bon chargeur mais la vitesse de charge n'est pas assez puissante
4283,Article pas encore reçu ???
4284,"rentre facilement sur la brita maxtra, l'eau a bon gout livraison rapide"
4285,+ : prix facilité d'installation - : s'abîme vite (le film mate laisse place au plastique lisse en quelques jours sur les coins) durée de vie (3 mois et je ne fais plus une recharge complète)
4286,"Coque non adapté à un j3 aucun boutons de côtés ne correspondent au modèle que le téléphone( volume, jack jack, touché de verrouillage) . Plutôt effet plastique. Bonne a jeter à la poubelle!"
4287,"Bonjour, peluche dinosaure superbe, la couleur, la taille, tout est super. Reçu avant la date prévu, je vous la recommande"
4288,"Acheté pour relier ma ps4, ma box tv et mon imac à un video projecteur. Rien ne marche et ce n'estpas à cause des câbles ils sont tous aux dernières normes et supportent la 4k hdr 60fps. aucun affichage sur le video projecteur, testé sur un autre vidéo projecteur et un ecran plat même résultat... RIEN très décu !!!"
4289,"ne fait fuir ni souris ni rat ! ne sert à rien, retourné de suite et remboursé heureusement"
4290,Très belles chaises et confortable
4291,Produit jamais reçu et le vendeur ne répond pas 😡. Je ne recommande pas du tout
4292,Beaucoup trop épaisse et difficile à étaler même chauffé au creux de la main. Rendu brillant inconfortable. Excessivement déçue
4293,1 minute 30 au micro-onde et puis de belles minutes avec cette chaleur autour du coup et sur les épaules. C'est top ! Niveau livraison : il a été livré avec une semaine d'avance. Top.
4294,Bonjour je n'ai jamais reçu l'article et vous me demandez d'évaluer ? Je voudrais savoir où est ma marchandise ? Merci beaucoup
4295,Pratique et indispensable pour ne plus se battre avec ça tablette
4296,Je les utilise depuis environ un mois maintenant et déja je sens que le manche de certains commence a se désolidariser du couvert en lui même. A part ils sont jolis et pour le prix c'est très bien...
4297,Griffe retractable bien assortis avec le costume
4298,Super et rapide Transaction sans problème Je recommande Prix correct C’est exactement ce que je voulais Je l’utilise quotidiennement Merci
4299,L'alèse convient tout à fait à un matelas de dimension 160 x 200 assez haut. Les rebords de l'alèse permettent d'envelopper parfaitement le matelas.
4300,"Très mauvaise qualité , le passé aiguille s’arrache dès la première utilisation ... heureusement que dans le paquet il yen a beaucoup"
4301,Super produit! Très bien écrit! J’adore
4302,"pas de vis ni de notice de montage, dommage !"
4303,"Très satisfaite de mes attentes, ce pyjama est très doux à porter et chaud, idéal pour les hivers. Je le recommande pour toutes les personnes frileuses."
4304,"Pas mal, même si cela reste quand même quelque chose de basique. juste une petit lumière pour signifié que le bouton est appuyé. mais pas de moyen de savoir si l'information à bien été transmise. par contre large possibilité en vu du nombre de bouton et deux action par bouton. top."
4305,"Bien réceptionné ce petit flacon, mais pas encore testé, donc sur son efficacité je ne peux me prononcer. Livraison assez rapide"
4306,Très léger et pas très costaud
4307,Nul!!! Livraison jamais arrivee a temps!!! Deçue!!! Commande faite a temps pour eviter tout retard mais jamais dans ma boite aux lettres!!!
4308,au moins une piscine où mes trois enfants peuvent se baigner sans se gêner!
4309,Film magnifique et très agréable à regarder
4310,DÉLAIS DE LIVRAISON RESPECTE. TRÈS FACILE A MONTER. TRÈS FACILE A REPLIER. REPLIE PREND PEU DE PLACE. PASSE PARTOUT( PAS TRÈS LARGE) UTILISE DEPUIS TROIS ANS SANS AUCUN PROBLÈME. A CONSEILLER FORTEMENT
4311,Trop raide manque de souplesse
4312,Cadeau d'anniversaire choisi et apprécié Le prix est cependant un peu élevé
4313,"Idée super sympa mais quelle déception ! Je confirme tous les commentaires précédents : son et micro très faible (même si c'est bien pour les parents), le lecteur mp3 ne fonctionne pas quand on le branche avec le câble (nous en avons essayé deux différents. Aucun lecteur mp3 ne fonctionne : aucun son ne sors du produit). L'enfant s'en détache donc assez rapidement. Cela revient donc cher. Dommage !"
4314,Déçu par la qualité de l'image et du son. Bien loin des GoPro et même des Hero 2... Je ne suis même pas sur que l'angle de 170° soit respecté tellement l'image manque de profondeur
4315,Le produit est SE pose bien mais le tactile en est moins sensible se qui est agaçant lorsqu'on écris un message. De plus avec la coque et l'écran incurvé des samsung le vitre ne touche plus le téléphone. Donc entre coque et verre il faut choisir ....
4316,"N attire pas du tout les mouches, fonctionne oui mais c'est tout ne pas acheter"
4317,"pas le top le branchement électrique ,l'emballage zéro a revoir l'étancheité a voir avec le temps peu mieux faire cordialement."
4318,"Produit ne charge pas, le vendeur le veut rien faire et rien savoir pour lui le produit est parfait et marche charge bien dans son pays mais pas en France, et la garantie amazon qui ne sert à rien avec 60 apel l'histoire dur ça fait plus de 3 mois, dégoûter"
4319,Un grésillement permanent sauf si l'on baisse le son du casque à fond et que l'on monte celui de l'émetteur. Je pensais initialement qu'il s'agissait d'un problème de batterie et l'ai laissé chargé plus de 36h avant de l'utiliser. Toujours pareil Plus coupures au bout de 5 minutes d'utilisation. Je ne recommande pas ce produit et envisage de le retourner
4320,produit beaucoup trop grand pour une taille M !!! je souhaite être remboursé rapidement afin de le recommander en taille S
4321,"La plaque est belle d’aspect. Par contre, elle ne sert vraiment qu’a protéger la plaque à induction, pour poser des éléments dessus. Pour cuisinier dessus non, elle se raye trop facilement."
4322,"Hyper violent, mais pas que, c'est là que peut résider l'intérêt du scénario de cette série. Il y a quelques moments de douceur tendre ou de franche et véritable amitié entre les bagarres,combats et autres divertissements du genre."
4323,Qualité prix impeccable douce et chaude lumière. Je recommande vivement
4324,"J'ai bien reçu ma commande, mais les capri-sun étaient percés et la caisse mouillée. Voir photos. j'ai déjà prévenu amazon juste à la réception du colis, mais aucune réponse."
4325,"de nombreuses pipettes sont courbes ou tordues, sans doute du au transport,pour un travail de precision ,je ne recommande pas cet article"
4326,"Magnifique, je suis fan de mon carnet!"
4327,Sur les deux cendriers la lumière ne fonctionne pas bien
4328,Livré avec 7 jours de retard alors que j'avais choisi l'option livré en 2 jours.
4329,"bonjour,avec un été comme on à eu avec 40 degrés l'appareil est vraiment indispensable quand vous rentrer dans la maison pour regarder la télévision."
4330,impossible de l'allumer même au chalumeau !!!! je deconseille vivement surtout pour chicha etc ... j'ai essayer de l'allumer pendant 30minute en vain et a la gazinière
4331,Très jolie facile à monter très bonne hauteur pour les petits
4332,"Pour l’instant je n’ai testé qu’une couleur et elle est pas mal. C’est un joli vieux rose. Bon rapport qualité prix, et l’emballage est très joli. Par contre je trouve que les vernis sont un peu long a catalyser et qu’ils ne tiennent pas assez longtemps, 2 jours de plus que mon vernis normal pour ma part. Sur les photos j’ai mis 3 couches."
4333,Joli et facile à mettre. Par contre ça a fait sauter ma vitre de protection. Du coup je ne sais pas si c'est compatible
4334,Jamais réussi à faire fonctionner . Difficile d’utilisation
4335,Le protège-écran n'adhère pas correctement à la montre. En changeant j'ai perdu le protège écran c'est un simple morceau de plastique comme quand on achète une montre il y a dessus une protection c'est un peu dans le même style je suis déçu
4336,"commandé hier après midi , reçu aujourd’hui"
4337,Malgré de nombreux commentaires disant que la luminosité étais impressionnante je suis un peu déçu ... Au prix de l'ampoule je m'attendais à beaucoup mieux
4338,Excellent produit je les recommande
4339,nul!!! ne fonctionne pas
4340,Je n est reçu qu un écran de protection donc un peu déçu mais de bonne qualité
4341,"Super produit..Bon rapport qualité prix, article conforme à la description !.Je suis extrêmement très satisfaite de ce verre trempé, je le recommande."
4342,"Depuis le 13 novembre 2018, je n'ai fait aucun achat et aujourd'hui, on vient de me prélever 49 euros comme ça, comme par magie !!! j'aimerais déjà qu'on m'explique cette opération et savoir comment être remboursé et rapidement !!!! Faudrait pas déconner !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
4343,"La veste ne correspond pas à la photo, taille très mal pas cintrée, très déçu."
4344,déçu ayant deja acheté coque integral la facade avant est bas de gamme plus un film protecteur ... a voir au fils du tps
4345,"Je ne peux pas mettre zéro étoiles et pourtant se serait mérité. J'ai utilisé ces sacs très rapidement après l'achat, pour aspirer de la poussière de béton. Pour le moment j'en est utilisé 4 qui se sont tous déchirer en moins 10 minutes d'utilisation . Achat complément inutile qui mériterait d'être rembourser. Les sac d'origine même vidé 3 fois font mieux le job."
4346,Le produit est conforme à l'annonce mais je ne l'ai pas encore essayé sur mon téléphone donc je ne sais pas ce qu'il vaut.
4347,Très bien merci beaucoup
4348,"Léger et compact, il fait son taff. Par contre j'avais un 1000 watt avant et passer à 800w, il faut bien rajouter 2 min de réchauffage. GROS point négatif, il n'y a pas de bouton pour désactiver la rotation du plateau ! Avec les assiettes carrés c'est pas top. L'interface utilisateur est pas trop logique... Il faut monter le temps de cuisson en palier de 30 secondes via le bouton 'start', etc... Et je n'avais pas vu la question sur la couleur avant l'achat et je suis déçu d'avoir la couleur blanche"
4349,Costume large très large et masque vraiment bof donc à compléter avec un vrai masque latex
4350,L’anneau à l’arrière est partie au bout de 1 mois seulement. Très déçu je ne recommande pas du tout à laisser
4351,dommage qu'il manque les différentes étiquettes à coller sur les tubes. Sinon RAS. Protection bonne et arrivé dans les délais.
4352,Super sympa mais très difficile a démêler a chaque utilisation ...
4353,Supprimer le goût de l eau du robinet. Problème avec le couvercle qui ne tient pas lors du service.
4354,mais pas comme l original
4355,"Je recommande ce produit. Je la recommande à tout les campeurs et les gens qui aiment dormir à l'extérieur.Niveau éclairage il y a plusieurs puissances possibles, éclaire parfaitement, elle est jolie, Assemble soigné et très bonne qualité de matériaux."
4356,Le paquet était vide. Le livreur est parti. C est en prenant le paquet posé (livraison dans un salon de coiffure) et en l ouvrant que nous avons constaté qu il était complètement vide !!
4357,"Je ne recommande pas du tout ! La vitre ne colle pas, elle bouge et ne tient pas plus de 10 minutes sur l écran. Une catastrophe ! Je suis très déçue"
4358,Il est dommage que les frais de port soient presque aussi chers que le produit lui même!
4359,Pourquoi le support de plafond n'intègre-t-il pas le fil d'alimentation électrique. Que font les ingénieurs qui travaillent sur ces produits ? Ont-ils un jour testé le produit ? On dira qu'ils vivent au temps de la bougie !!!
4360,"Le tissus pour nettoyer l’ecran, positionneur en plastique pour mettre l’écran protecteur sans soucis, un mode d’emploi français ma beaucoup aidé. Je suis plutôt satisfaite pour le moment."
4361,"Ce produit soulage le petit psoriasis comme le font les médicaments remboursés. Mais lorsque c'est important, c'est inefficace comme les autres"
4362,pas reçu et passé aux oubliettes dommage manque de sérieux ?? vais voir ça de plus près dommage plutot joli
4363,"j'attendais beaucoup du résultat sur mes cheveux très secs. Je suis déçue, aucune difference avec mon après shampoing habituel. Je ne le recommande donc pas"
4364,Produit pratique. Je les utilise tous les jours depuis 2 mois mais les bouchons des goulots sont déjà cassés. Un peu déçue par la qualité.
4365,bah oui 2 mois. c'est balot hein.
4366,Reçu très rapidement je recommande
4367,Je l' ai offerte à ma belle-fille qui avait apprécié ce cadeau du coup je m'en suis recommandé plusieurs de cette gamme et je les trouve toutes aussi chouettes les unes que les autres. La qualité est au rendez-vous pour un prix imbattable. Je recommande vivement.
4368,"J'avais acheté ce téléphone portable pour des utilisations plutôt simples (appeler, envoyer des messages etc) et il répond parfaitement à ces exigences. Au bout de 2ans et demi, le téléphone commence à buger et il était de plus en plus difficile de l'utiliser (beaucoup de ralentissements). L'appareil photo n'a rien d'extraordinaire mais cela reste passable néanmoins. Attention la batterie s'use assez rapidement au fil du temps ! Globalement, le téléphone est moyen partout, c'est-à-dire qu'il n'y a pas de points où il se démarque ni de points vraiment négatifs."
4369,Ça m évite de racheter un panier car l anse était cassée Reçu dans les temps Bon produit
4370,Très bon produit cependant très pigmenté et sur ma peau c'est pas génial mais très belle qualité
4371,Les batteries ne sont pas bien calées
4372,Tres bien pour une premiere Mais manquai une couleur de diamant et pas autan de details que sur la photo car l image est petite
4373,Bonne finition vu que non peinte comme les autres (la rouge par ex) mais toujours le même problème elles absorbent totalement la chaleur et la tasse est brûlante... Le the lui est tiède en 2 min
4374,"Produit conforme à la description. A l'air solide, seul bémol les bords tranchants des caches inox côté intérieur"
4375,ne fonctionne pas ! capte rien du tout...
4376,Merci de proposer cet article de qualité ! J'ai casser mon câble d'origine et vu que le baladeur a un câble propriétaire c'est assez ennuyant de devoir en trouver un de qualité . Il me dure plus de temps que le câble officiel !!
4377,Le rose deja parti au bout d unz journée
4378,"Choisi pour remplacer mon imac 27"" en le couplant à un mac mini, je suis déçue par la différence de qualité d'image pour la même résolution pour l'instant je garde car je n'ai pas le budget pour passer à une qualité au dessu"
4379,Top !! Petite enceinte en bord de jacuzzi se fondant dans le décor ... son correct !! Content de l’achat
4380,Il me faut svp le portant de la mariee. Celui de la corde je n’en veux pas
4381,"J'ai commandé 2 abat-jours cuivré et un blanc. J'en suis contente sauf qu'il y a tout de même un bémol concernant les cuivré : un est brillant, et l'autre mat. Pour ma part, ça ne me dérange pas, mais c'est à noté tout de même. Les abat-jours sont un peu lourds Délai de livraison très rapide. Même celui qui devait arriver sous 2 à 3 semaines est arrivés en 1 semaine."
4382,J’ai jamais reçu le chronomètre. Le vendeur est un voleur je veux mon argent ou mon article on est le 30 Avril et j’a Toujours rien
4383,Produit correct à première vue. Je crains que le manche se fragilise à l'usage car son matériau n'a pas l'air bien robuste.
4384,"Probleme de fuite de ma centrale vapeur Contacté le service technique Calor , comme conseillé sur la fiche produit, le seul argument a été de me dire de ne pas utiliser de l eau déminéralisée pour leur centrale vapeur Calor...... Et de faire un détartrage avant d l emmener au dépanneur ...... merci Calor Ne pas recommander"
4385,"Tres bonne batterie... Je vais en recommander ainsi que des AAA. Ecellent produit. Acheter sans hesiter, vous trouverez pas moins cher."
4386,Les 2 couleur rose sont très similaire le fushia n'est pas très fushia.... 😟
4387,"je n'ai pas reçu d'information concernant la livraison de la coiffeuse le colis est arrivé plus tôt, le livreur a déposé le colis au pied de ma porte, sans signature la coiffeuse est arrivée avec le miroir cassé j'ai tenté de contacter à plusieurs reprises le vendeur très long à répondre... j'ai finalement renvoyé la colis depuis une semaine je suis toujours dans l'attente du remboursement !"
4388,"Pas de surprise, conforme à la description"
4389,"relève plus du gadget qu'autre chose. Surtout, ne pas encastrer l'appareil sinon, la T° intérieure sera faussée. Dans ma voiture, elle indique par moment 32°C alors que le chauffage n'est pas mis. La T° extérieure est tout aussi fantaisiste, mais là, où qu'on place la sonde, rien n'y fait. L'éclairage bleu est agressif, l'éclairage orange est plus doux. Heureusement qu'on a cette alternative, car il n'y a pas de circuit DIM à connecter aux phares. C'est donc éclairage ""plein pot"" tout le temps."
4390,les illustrations font vieillottes et les enfants ne sont pas attirés par l'ouvrage. Dommage
4391,reçues rapidement produit conforme vendeur sérieux
4392,Prix légèrement cher par rapport à la qualité.
4393,Conforme à la description Produits de bonne qualité Je recommande
4394,Moins cher certes mais une déchirure sur le côté due sans doute à un coup de couteau sans doute accidentelle lors de l'ouverture précédente.
4395,Rien à redire. Magnifiques et pas chères pour la qualité. Merci Amazone
4396,"C'est juste énorme : vous êtes abonné à toutes les musiques du monde, de façon illimité. Le plus compliqué est de savoir quoi écouter. J'adore :-)"
4397,Bonne article efficace pour dégeler le pare brise et chauffer le véhicule car mon chauffage de voiture ne fonctionne plus.
4398,Les jus ont beaucoup trop de fibres
4399,"Le prix n'est pas donné, donc je m'attendais à au moins des articles qui sont frais, mais vérifiez le DLUO (a été commandé le 30 mai 2018) P.S. Normalement, le temps de stockage pour le chocolat est 12 mois, donc le chocolat blanc le chocolat blanc a été élaboré il y a presque 8 mois!"
4400,Très jolie design mis à part qu’il n y a pas le chiffre 11 dommage . Eguille très fragile
4401,"Je m'attendais à mieux. Vous pouvez voir un avant/ après dans mes photos. Il défroisse mais ce n'est vraiment pas le même résultat qu'un fer à repasser. Si l'installation est beaucoup plus rapide qu'avec un fer (le défroisseur chauffe en 40 secondes et il n'y a pas besoin de table), le moment du défroissage est tout aussi long qu'un repassage sur table à repasser. Le portant fourni avec le défroisseur est vraiment pratique. Les +: vitesse de chauffe - pratique les -: le résultat est loin d'être parfait, on ne peut pas faire beaucoup de vêtements à la suite car le réservoir d'eau se vide rapidemment."
